iso,umd_tree_cover_loss__year,umd_tree_cover_loss__ha,gfw_gross_emissions_co2e_all_gases__Mg,umd_tree_cover_loss_from_fires__ha,国家,大洲
TTO,2005,1228.863956,599995.5857,41.41716081,特立尼达和多巴哥,北美洲
TUN,2005,632.9729463,177517.284,89.52070282,突尼斯,非洲
TUR,2005,20410.60263,5121706.998,1484.669742,土耳其,亚洲
TWN,2005,1522.31502,803362.5684,44.24736277,台湾,亚洲
TZA,2005,91583.41419,29391759.23,311.0022619,坦桑尼亚,非洲
UGA,2005,29172.07693,12195377.94,8.609102418,乌干达,非洲
UKR,2005,36558.45416,12375415.68,783.1231019,乌克兰,欧洲
UMI,2005,84.49769213,0,0.511658766,美国本土外小岛屿,北美州
URY,2005,15919.04662,5189197.882,825.9643513,乌拉圭,南美洲
USA,2005,2691544.211,820168579.8,843867.463,美国,北美洲
UZB,2005,21.18575016,5548.110335,2.156988279,乌兹别克斯坦,亚洲
VCT,2005,16.63506363,8876.545979,0,圣文森特和格林纳丁斯,北美洲
VEN,2005,94967.00677,38159166.17,5090.539666,委内瑞拉,南美洲
VGB,2005,3.727422079,1463.637793,0,英属维尔京群岛,北美州
VIR,2005,20.30460963,7331.296314,0.146485435,美属维尔京群岛,北美洲
VNM,2005,102211.1188,54449208.43,1483.565848,越南,亚洲
VUT,2005,254.4832671,146154.0485,47.30427841,瓦努阿图,大洋洲
XAD,2005,0.190439375,47.41658776,0,阿克罗提利与德凯利亚,欧洲
XCA,2005,6.98901279,317.8237274,0.222457295,,
XKO,2005,313.8317035,133784.5656,8.161757706,科索沃,欧洲
XNC,2005,3.654244014,919.2767446,0.314506439,北塞浦路斯,欧洲
ZAF,2005,104652.3464,63626198.21,2818.547734,南非,非洲
ZMB,2005,57518.16135,19874733.33,649.5942954,赞比亚,非洲
ZWE,2005,11748.83515,4392054.292,37.23690013,津巴布韦,非洲
ABW,2006,0.225486961,44.16871509,0,阿鲁巴,南美洲
AFG,2006,152.0845359,22689.47114,135.4576086,阿富汗,亚洲
AGO,2006,76940.42603,22472251.59,214.4958608,安哥拉,非洲
AIA,2006,1.317156598,259.3841553,0,安圭拉,北美洲
ALA,2006,100.1445616,21954.57126,2.218553471,奥兰群岛,欧洲
ALB,2006,962.7062924,423400.3874,86.68004501,阿尔巴尼亚,欧洲
AND,2006,6.624548271,2600.184441,0,安道尔,欧洲
ARG,2006,316447.2284,72914030.89,15622.28778,阿根廷,南美洲
ARM,2006,129.7490667,39561.58259,28.73208853,亚美尼亚,亚洲
ATG,2006,61.152116,19341.02652,3.525793944,安提瓜和巴布达,北美洲
AUS,2006,186303.9394,44817042.75,86711.35363,澳大利亚,大洋洲
AUT,2006,12583.53339,6067702.353,51.59657936,奥地利,欧洲
AZE,2006,525.2014627,133005.8506,119.9051574,阿塞拜疆,亚洲
BDI,2006,343.5676257,118750.4907,0,布隆迪,非洲
BEL,2006,6916.084249,3457449.606,46.79452171,比利时,欧洲
BEN,2006,1794.804498,503579.0216,1.528065026,贝宁,非洲
BES,2006,6.900502289,78.03043113,1.541533562,博内尔、圣尤斯特歇斯和萨巴,南美洲
BFA,2006,4.757071365,5987.949548,0,布基纳法索,非洲
BGD,2006,6862.821263,3390807.011,79.86340859,孟加拉国,亚洲
BGR,2006,5171.123841,1848558.832,147.4007404,保加利亚,欧洲
BHS,2006,1015.773944,244181.0259,223.2172967,巴哈马,北美洲
BIH,2006,535.9688348,236865.9217,14.56282146,波斯尼亚和黑塞哥维那,欧洲
BLR,2006,42269.35271,13127536.95,1562.073187,白俄罗斯,欧洲
BLZ,2006,4269.735224,1948239.45,334.5121863,伯利兹,北美洲
BMU,2006,0.065301982,24.75855048,0,百慕大,北美州
BOL,2006,216314.8215,99952939.54,19073.59128,玻利维亚,南美洲
BRA,2006,2876804.747,1459737101,195591.3629,巴西,南美洲
BRB,2006,4.122334598,1202.373813,0,巴巴多斯,北美洲
BRN,2006,1013.514425,613869.7826,52.98927271,文莱,亚洲
BTN,2006,622.8728831,344556.5546,119.7041477,不丹,亚洲
BWA,2006,40.10784404,7499.154576,0.502230803,博茨瓦纳,非洲
CAF,2006,57883.22093,21796672.82,220.3012172,中非共和国,非洲
CAN,2006,2406190.736,835594374.5,1278885.018,加拿大,北美洲
CHE,2006,2048.850496,1036237.046,10.5718133,瑞士,欧洲
CHL,2006,91923.23939,32834058.84,3784.060563,智利,南美洲
CHN,2006,575232.887,227570606.8,118614.3807,中国,亚洲
CIV,2006,97780.65199,40183571.01,123.6470302,科特迪瓦,非洲
CMR,2006,35986.04111,18697472.09,107.9494974,喀麦隆,非洲
COD,2006,453170.6128,260741490.6,2568.484486,刚果民主共和国,非洲
COG,2006,22153.9381,12278297.19,252.842187,刚果共和国,非洲
COL,2006,189963.6017,97856094.47,9504.372223,哥伦比亚,南美洲
COM,2006,12.96365993,7377.837158,0.075408562,科摩罗,非洲
CPV,2006,6.024247134,0,1.339293935,佛得角,非洲
CRI,2006,10059.47496,5135844.713,264.7026087,哥斯达黎加,北美洲
CUB,2006,12305.08782,4428367.627,2555.012957,古巴,北美洲
CUW,2006,3.460681364,1052.951224,0.225768406,库拉索,南美洲
CYM,2006,17.95942013,5752.70775,3.053666293,开曼群岛,北美州
CYP,2006,58.60322574,14657.02756,10.76543785,塞浦路斯,欧洲
CZE,2006,8606.687254,3793291.791,14.69835332,捷克共和国,欧洲
DEU,2006,42652.88487,20326722.54,126.4733808,德国,欧洲
DMA,2006,25.38270162,14354.24073,0.074218045,多米尼克,北美洲
DNK,2006,5213.706719,1477680.754,29.28067338,丹麦,欧洲
DOM,2006,13413.9154,5356831.383,659.1006669,多米尼加共和国,北美洲
DZA,2006,5415.394074,1387005.565,3202.624125,阿尔及利亚,非洲
ECU,2006,35602.59677,20596468.98,2281.120639,厄瓜多尔,南美洲
EGY,2006,38.12591039,11910.83889,9.99252772,埃及,非洲
ESP,2006,72719.07732,22128342.87,23094.26037,西班牙,欧洲
EST,2006,21731.76607,5404700.881,622.767123,爱沙尼亚,欧洲
ETH,2006,12075.93886,5563122.437,21.66273131,埃塞俄比亚,非洲
FIN,2006,182294.8218,35982590.89,4685.266473,芬兰,欧洲
FJI,2006,1874.418806,996264.8625,45.28823959,斐济,大洋洲
FRA,2006,55049.47436,23680731.86,1222.918781,法国,欧洲
GAB,2006,19300.76156,10686308.13,185.2846884,加蓬,非洲
GBR,2006,21053.4779,8294717.842,1644.3966,英国,欧洲
GEO,2006,531.3530526,186352.6277,86.20886377,格鲁吉亚,亚洲
GGY,2006,0.151252314,35.29800262,0,根西岛,欧洲
GHA,2006,27136.10603,11820584.84,32.37110046,加纳,非洲
GIN,2006,15305.72413,5644654.403,7.206477989,几内亚,非洲
GLP,2006,62.26845623,25028.48547,0.886962002,瓜德罗普,北美洲
GMB,2006,6.294415373,2014.841462,0.224711548,冈比亚,非洲
GNB,2006,2018.27363,673633.2511,0.603012862,几内亚比绍,非洲
GNQ,2006,1255.615539,756552.6055,2.536774119,赤道几内亚,非洲
GRC,2006,7345.97017,1474300.861,3349.578529,希腊,欧洲
GRD,2006,31.53202039,17782.25028,0.903125591,格林纳达,北美洲
GTM,2006,52558.40356,23314307.35,4824.802804,危地马拉,北美洲
GUF,2006,2534.97069,1921530.651,183.7392097,法属圭亚那,南美洲
GUY,2006,5933.770238,3818304.902,435.5669222,圭亚那,南美洲
HKG,2006,20.81847235,5848.790153,1.282980621,中国香港,亚洲
HND,2006,41630.86209,18878978.28,2324.512951,洪都拉斯,北美洲
HRV,2006,2204.198907,899060.4233,93.23563123,克罗地亚,欧洲
HTI,2006,1162.839786,461647.4199,49.03316394,海地,北美洲
HUN,2006,7989.93471,2999688.499,82.35270009,匈牙利,欧洲
IDN,2006,1433150.234,1019021508,99978.96926,印度尼西亚,亚洲
IMN,2006,26.24447503,8262.800787,4.452614985,马恩岛,欧洲
IND,2006,67410.50808,33134463.07,1869.840969,印度,亚洲
IRL,2006,5248.275462,2405406.351,101.5872811,爱尔兰,欧洲
IRN,2006,140.7888508,32784.41492,26.57711239,伊朗,亚洲
IRQ,2006,6.240043598,1636.591551,0.638096786,伊拉克,亚洲
ISR,2006,132.2276804,21850.70868,86.18718098,以色列,亚洲
ITA,2006,8901.865352,2492362.557,460.0414449,意大利,欧洲
JAM,2006,2797.683668,1391249.979,67.45199461,牙买加,北美洲
JEY,2006,0.202687906,37.17680706,0.152002642,泽西岛,欧洲
JOR,2006,0.783579142,72.67769255,0.783579142,约旦,亚洲
JPN,2006,38974.45383,16041148.5,527.7035584,日本,亚洲
KAZ,2006,3142.037634,731393.7335,1139.131532,哈萨克斯坦,亚洲
KEN,2006,20656.43878,9749977.776,140.4851828,肯尼亚,非洲
KGZ,2006,110.5831599,22360.94457,64.00831354,吉尔吉斯斯坦,亚洲
KHM,2006,80507.1954,43812765.71,2631.027858,柬埔寨,亚洲
KNA,2006,20.4544453,9405.545832,0.294265436,圣基茨和尼维斯,北美洲
KOR,2006,10148.49521,2931620.521,376.6168807,韩国,亚洲
LAO,2006,122677.8799,62814489.08,408.0638927,老挝,亚洲
LBN,2006,148.8179049,38215.37006,25.43824046,黎巴嫩,亚洲
LBR,2006,36221.24298,17385767.74,43.72108344,利比里亚,非洲
LBY,2006,16.30246551,3942.785339,3.377878069,利比亚,非洲
LCA,2006,98.11695234,49644.1009,1.344785106,圣卢西亚,北美洲
LIE,2006,11.59810537,5150.95457,0,列支敦士登,欧洲
LKA,2006,7730.473436,2963725.56,84.18222688,斯里兰卡,亚洲
LSO,2006,2.425620266,936.3523547,0,莱索托,非洲
LTU,2006,17449.72687,5090486.946,171.9209424,立陶宛,欧洲
LUX,2006,365.9888042,185772.4675,1.197210706,卢森堡,欧洲
LVA,2006,38893.50325,10962367.8,291.8974327,拉脱维亚,欧洲
MAC,2006,3.49832494,0,0.214128037,中国澳门,亚洲
MAF,2006,2.636319611,881.4015905,0,圣马丁岛,南美洲
MAR,2006,2221.77692,608668.466,886.0225047,摩洛哥,非洲
MDA,2006,173.201521,51676.61369,4.453200571,摩尔多瓦,欧洲
MDG,2006,71034.03766,28460220.77,4729.026174,马达加斯加,非洲
MDV,2006,3.906378081,143.9107543,0,马尔代夫,亚洲
MEX,2006,179043.6659,62647213.81,38748.85915,墨西哥,北美洲
MKD,2006,2042.132597,810653.3714,36.2193105,马其顿,欧洲
MLI,2006,103.7089366,34813.52463,0,马里,非洲
MLT,2006,0.625885313,161.508823,0,马耳他,欧洲
MMR,2006,127464.1415,65259063.45,3202.70243,缅甸,亚洲
MNE,2006,175.546174,70549.52136,16.32120557,黑山,欧洲
MNG,2006,13249.21445,4082653.978,9625.2372,蒙古,亚洲
MOZ,2006,172223.8975,58554911.14,1257.560211,莫桑比克,非洲
MSR,2006,12.61260458,7062.976909,0.516281624,蒙塞拉特,北美洲
MTQ,2006,91.17823278,42083.00001,1.266407094,马提尼克,北美洲
MUS,2006,142.4874223,63748.35276,0,毛里求斯,非洲
MWI,2006,5563.048996,2362734.506,49.63250547,马拉维,非洲
MYS,2006,333901.3949,208155635.1,4365.753122,马来西亚,亚洲
MYT,2006,41.58675274,20910.54796,0.075062908,马约特,非洲
NAM,2006,17.04099672,3632.638314,0.943851179,纳米比亚,非洲
NCL,2006,2134.532561,989546.7278,1147.140146,新喀里多尼亚,大洋洲
NGA,2006,26167.55795,9871983.326,82.07366609,尼日利亚,非洲
NIC,2006,38875.4582,20024708.49,779.6126246,尼加拉瓜,北美洲
NLD,2006,1482.347281,570473.5039,88.1727627,荷兰,欧洲
NOR,2006,40648.51286,9023482.839,2830.652797,挪威,欧洲
NPL,2006,3255.010029,1750734.814,581.2213846,尼泊尔,亚洲
NZL,2006,61671.65711,30438876.72,1486.325251,新西兰,大洋洲
PAK,2006,1345.32011,356812.3475,852.9352341,巴基斯坦,亚洲
PAN,2006,34322.71157,17697014.38,851.8103887,巴拿马,北美洲
PER,2006,88915.88444,56425577.9,7852.552044,秘鲁,南美洲
PHL,2006,57428.52505,31644860.08,665.5223611,菲律宾,亚洲
PLW,2006,34.86713969,27232.84522,1.678817856,帕劳,大洋洲
PNG,2006,56388.4053,40866483.99,1619.331096,巴布亚新几内亚,大洋洲
POL,2006,37680.33709,12239386.22,241.9810949,波兰,欧洲
PRI,2006,1242.998386,588878.0015,9.955937039,波多黎各,北美洲
PRK,2006,12580.25143,3472397.987,2282.958666,朝鲜,亚洲
PRT,2006,42566.30062,12529730.39,12380.52751,葡萄牙,欧洲
PRY,2006,148256.361,36030175.29,6323.820186,巴拉圭,南美洲
PSE,2006,0.723415528,133.7256075,0.329098492,巴勒斯坦,亚洲
REU,2006,628.8964876,323574.1077,0,留尼汪,非洲
ROU,2006,13066.51923,5752968.016,93.24492609,罗马尼亚,欧洲
RUS,2006,2233420.255,376658590.1,1347824.646,俄罗斯,欧洲
RWA,2006,745.5328997,331461.8208,0.307502974,卢旺达,非洲
SDN,2006,4.150664514,1345.225732,0,苏丹,非洲
SEN,2006,41.24825585,18166.1229,0.225373433,塞内加尔,非洲
SGP,2006,56.06806504,22777.28629,0.076912169,新加坡,亚洲
SLB,2006,5068.41964,3801894.328,79.72831651,所罗门群岛,大洋洲
SLE,2006,28525.9284,11782387.31,9.591956338,塞拉利昂,非洲
SLV,2006,4604.314795,1820924.328,150.5522894,萨尔瓦多,北美洲
SOM,2006,118.5166969,24795.32695,4.62685276,索马里,非洲
SRB,2006,1891.223049,822779.9545,28.08141774,塞尔维亚,欧洲
SSD,2006,8963.298123,2265838.372,40.2805741,南苏丹,非洲
SUR,2006,3404.350216,2398167.025,259.5164615,苏里南,南美洲
SVK,2006,8022.866911,3591069.482,29.0228048,斯洛伐克,欧洲
SVN,2006,1246.118948,571955.8262,25.11171879,斯洛文尼亚,欧洲
SWE,2006,249126.0801,54032826.19,3836.959807,瑞典,欧洲
SWZ,2006,9431.399995,6055499.768,60.01121117,斯威士兰,非洲
SXM,2006,2.270716446,523.8958273,0,荷属圣马丁,北美洲
SYC,2006,0.151818217,0,0,塞舌尔,非洲
SYR,2006,280.7515573,63460.75167,156.2499,叙利亚,亚洲
TCA,2006,4.577945866,976.7008026,0.357705247,特克斯和凯科斯群岛,北美洲
TCD,2006,2981.897009,832183.8877,1.143237277,乍得,非洲
TGO,2006,1687.80643,511731.4479,1.144831919,多哥,非洲
THA,2006,99820.57963,52141287.13,751.540411,泰国,亚洲
TJK,2006,19.43307664,4599.080972,7.399181399,塔吉克斯坦,亚洲
TKM,2006,13.62915283,3731.81487,1.106451602,土库曼斯坦,亚洲
TLS,2006,2929.092199,1636021.798,228.856062,东帝汶,亚洲
TTO,2006,1755.825236,853693.1337,39.6887881,特立尼达和多巴哥,北美洲
TUN,2006,353.7352516,95128.46261,78.96480836,突尼斯,非洲
TUR,2006,25884.82381,6238892.987,4474.855392,土耳其,亚洲
TWN,2006,2076.722502,1129360.45,40.99865984,台湾,亚洲
TZA,2006,85295.84419,26036056.87,428.0946221,坦桑尼亚,非洲
UGA,2006,28448.19803,11482528.76,5.918733391,乌干达,非洲
UKR,2006,42130.10873,14252223.65,1951.700679,乌克兰,欧洲
UMI,2006,0.073094775,0,0,美国本土外小岛屿,北美州
URY,2006,21029.2794,7432607.713,463.6140617,乌拉圭,南美洲
USA,2006,2605855.554,853694484,812376.1243,美国,北美洲
UZB,2006,53.07967529,12764.02903,10.61251053,乌兹别克斯坦,亚洲
VCT,2006,10.49410676,5569.202881,0,圣文森特和格林纳丁斯,北美洲
VEN,2006,85490.75854,34640059.16,3975.372684,委内瑞拉,南美洲
VGB,2006,2.777119089,1200.758326,0.219203205,英属维尔京群岛,北美州
VIR,2006,73.8059374,29559.81284,0.950835707,美属维尔京群岛,北美洲
VNM,2006,78777.19253,43546410.85,1248.964062,越南,亚洲
VUT,2006,219.1213868,123063.6393,12.57696257,瓦努阿图,大洋洲
XAD,2006,2.097757331,587.8537079,0,阿克罗提利与德凯利亚,欧洲
XCA,2006,8.970921929,833.9106515,0.599829059,,
XKO,2006,519.9870445,230774.0394,26.2807597,科索沃,欧洲
XNC,2006,15.89387124,4494.444547,1.008745515,北塞浦路斯,欧洲
ZAF,2006,104943.2707,62208041.31,8298.608378,南非,非洲
ZMB,2006,40500.9012,14028846.7,528.5993566,赞比亚,非洲
ZWE,2006,14883.27679,7070110.639,168.6910909,津巴布韦,非洲
AFG,2007,252.841662,40226.89353,216.4795355,阿富汗,亚洲
AGO,2007,145286.7126,47912640.77,375.1803298,安哥拉,非洲
AIA,2007,8.63554887,1728.755121,0.219559193,安圭拉,北美洲
ALA,2007,247.9460723,54227.44418,6.96421264,奥兰群岛,欧洲
ALB,2007,5225.026688,1590582.812,3425.856771,阿尔巴尼亚,欧洲
AND,2007,2.169059292,961.3300238,0.057119216,安道尔,欧洲
ARG,2007,425345.2678,87351120.89,20940.64124,阿根廷,南美洲
ARM,2007,54.53641566,16856.84055,9.893348582,亚美尼亚,亚洲
ATG,2007,37.15782874,11234.60376,3.013975663,安提瓜和巴布达,北美洲
AUS,2007,372716.7841,77834935.59,232267.242,澳大利亚,大洋洲
AUT,2007,31669.68993,15463828.77,194.91485,奥地利,欧洲
AZE,2007,507.5572253,134695.1179,59.94210794,阿塞拜疆,亚洲
BDI,2007,1861.686871,677899.9817,0.153675616,布隆迪,非洲
BEL,2007,5985.142534,3040424.389,41.85339556,比利时,欧洲
BEN,2007,4659.699062,1466717.9,6.340501993,贝宁,非洲
BES,2007,0.660916714,113.6359899,0,博内尔、圣尤斯特歇斯和萨巴,南美洲
BFA,2007,2.868084606,8535.997586,0,布基纳法索,非洲
BGD,2007,3995.102624,1944395.02,74.27031262,孟加拉国,亚洲
BGR,2007,9557.281925,3331912.009,1886.530056,保加利亚,欧洲
BHS,2007,604.8076716,163690.2671,86.42849504,巴哈马,北美洲
BIH,2007,2681.522459,803633.3933,1223.508989,波斯尼亚和黑塞哥维那,欧洲
BLR,2007,32656.75023,10293086.13,535.3137261,白俄罗斯,欧洲
BLZ,2007,12263.6032,5729314.123,2277.371247,伯利兹,北美洲
BOL,2007,189952.9201,91724048.87,18027.3116,玻利维亚,南美洲
BRA,2007,2621820.178,1273474115,221978.0217,巴西,南美洲
BRB,2007,31.6282371,10827.47747,0.149942841,巴巴多斯,北美洲
BRN,2007,1564.832815,898606.8293,83.8925956,文莱,亚洲
BTN,2007,508.2207291,284527.9619,67.42624568,不丹,亚洲
BWA,2007,33.55963859,6469.427312,1.630040238,博茨瓦纳,非洲
CAF,2007,37308.15626,17705480.05,427.7169467,中非共和国,非洲
CAN,2007,2117900.17,759688267.8,1048606.161,加拿大,北美洲
CHE,2007,1852.248352,938696.5882,22.1736008,瑞士,欧洲
CHL,2007,121652.3289,44405403.34,7659.408577,智利,南美洲
CHN,2007,652978.7122,296248298,54485.89761,中国,亚洲
CIV,2007,90864.76358,37422155.88,259.5625116,科特迪瓦,非洲
CMR,2007,45916.05231,24316670.81,55.08878942,喀麦隆,非洲
COD,2007,462903.2876,264822731.5,4049.085006,刚果民主共和国,非洲
COG,2007,29764.68795,15788171.1,495.4852676,刚果共和国,非洲
COL,2007,269029.2864,143760888.9,14899.33063,哥伦比亚,南美洲
COM,2007,77.72839325,39225.2764,0.678055369,科摩罗,非洲
CPV,2007,0.591771181,0,0.14738544,佛得角,非洲
CRI,2007,11447.87329,5833947.299,428.2031022,哥斯达黎加,北美洲
CUB,2007,7873.760798,2578071.521,1449.232576,古巴,北美洲
CUW,2007,4.21289018,1093.923512,0.150508855,库拉索,南美洲
CYM,2007,17.86412731,5151.924572,0.726413234,开曼群岛,北美州
CYP,2007,778.2392784,134160.0321,522.4215149,塞浦路斯,欧洲
CZE,2007,21325.09484,9838487.312,41.36777524,捷克共和国,欧洲
DEU,2007,93223.62502,46764588.52,995.9606859,德国,欧洲
DMA,2007,40.30000141,23153.41004,0.890629279,多米尼克,北美洲
DNK,2007,4381.407304,1280880.389,29.70499383,丹麦,欧洲
DOM,2007,16059.06186,6607384.564,1020.612882,多米尼加共和国,北美洲
DZA,2007,5201.556583,1387189.386,3389.609678,阿尔及利亚,非洲
ECU,2007,60539.50437,34000860.16,2444.715879,厄瓜多尔,南美洲
EGY,2007,78.27013989,32191.16969,23.06054769,埃及,非洲
ESP,2007,60256.31685,21818888.94,7030.036657,西班牙,欧洲
EST,2007,16188.59507,4228927.339,226.6264689,爱沙尼亚,欧洲
ETH,2007,25608.57311,12505743.69,28.11934244,埃塞俄比亚,非洲
FIN,2007,151914.8779,31848292.65,1648.702694,芬兰,欧洲
FJI,2007,2148.467098,1125122.72,77.57006966,斐济,大洋洲
FRA,2007,49246.17317,22115235.3,1193.650199,法国,欧洲
GAB,2007,16501.47575,9625710.854,75.2114697,加蓬,非洲
GBR,2007,31222.41959,12339982.25,2359.429229,英国,欧洲
GEO,2007,992.4460001,337217.3192,266.7399026,格鲁吉亚,亚洲
GHA,2007,40172.37056,17979066.24,37.25844349,加纳,非洲
GIN,2007,33821.27135,12994003.68,77.42077677,几内亚,非洲
GLP,2007,158.3031189,64313.68482,1.108992821,瓜德罗普,北美洲
GMB,2007,49.60546798,13238.35897,0,冈比亚,非洲
GNB,2007,6044.027621,2029689.863,5.427602969,几内亚比绍,非洲
GNQ,2007,3141.527252,1803583.608,8.074734799,赤道几内亚,非洲
GRC,2007,46061.55696,7085924.316,37270.79763,希腊,欧洲
GRD,2007,67.81289337,37635.93625,0.301169505,格林纳达,北美洲
GTM,2007,126556.7246,56331300.65,11048.88019,危地马拉,北美洲
GUF,2007,3328.108834,2477262.963,223.7398449,法属圭亚那,南美洲
GUY,2007,5249.63206,3385543.473,338.5979034,圭亚那,南美洲
HKG,2007,29.58773664,5789.032263,2.066582012,中国香港,亚洲
HND,2007,42412.38496,19352460.11,2372.302426,洪都拉斯,北美洲
HRV,2007,3237.112404,1298785.771,368.9340263,克罗地亚,欧洲
HTI,2007,2077.211676,823630.446,77.15547821,海地,北美洲
HUN,2007,9361.071277,3540420.001,146.2885261,匈牙利,欧洲
IDN,2007,1387625.292,1146572732,216277.4155,印度尼西亚,亚洲
IMN,2007,30.38838462,8678.190182,8.409990215,马恩岛,欧洲
IND,2007,73906.51986,36588049.85,2396.731083,印度,亚洲
IRL,2007,11681.90158,5441013.602,1141.10603,爱尔兰,欧洲
IRN,2007,131.0592763,31573.91464,17.1900332,伊朗,亚洲
IRQ,2007,10.32854486,3506.053546,1.304578155,伊拉克,亚洲
ISR,2007,47.96047012,11755.39698,3.202494024,以色列,亚洲
ITA,2007,11590.05571,3339390.36,1875.169408,意大利,欧洲
JAM,2007,1269.915259,631023.7858,18.95178884,牙买加,北美洲
JOR,2007,0.391925697,51.26170449,0.3264935,约旦,亚洲
JPN,2007,45585.77816,19114100.65,851.0268032,日本,亚洲
KAZ,2007,4605.437639,1080246.636,1658.313002,哈萨克斯坦,亚洲
KEN,2007,26102.96008,12881756.57,109.7382524,肯尼亚,非洲
KGZ,2007,107.4293335,21454.48821,61.03278555,吉尔吉斯斯坦,亚洲
KHM,2007,77676.05563,42099907.5,1276.418578,柬埔寨,亚洲
KNA,2007,12.28689485,5889.404018,0.147173114,圣基茨和尼维斯,北美洲
KOR,2007,8096.166335,2310940.962,1282.066308,韩国,亚洲
LAO,2007,132995.1258,68827152.32,423.3027363,老挝,亚洲
LBN,2007,273.0303215,73716.79813,102.3479004,黎巴嫩,亚洲
LBR,2007,44282.08228,21961525.92,182.0828547,利比里亚,非洲
LBY,2007,4.290915298,928.9480526,1.365211397,利比亚,非洲
LCA,2007,48.575696,25131.64319,2.690563941,圣卢西亚,北美洲
LIE,2007,8.433932017,4494.897922,0,列支敦士登,欧洲
LKA,2007,10241.81996,3492067.163,139.7985701,斯里兰卡,亚洲
LSO,2007,3.018690577,962.4221362,0,莱索托,非洲
LTU,2007,16036.74941,4855237.165,112.6214942,立陶宛,欧洲
LUX,2007,502.2325747,264115.7287,0.249439591,卢森堡,欧洲
LVA,2007,36128.7537,10459119.24,267.3872954,拉脱维亚,欧洲
MAC,2007,4.42678234,0,0.285580101,中国澳门,亚洲
MAF,2007,2.709545012,812.3257088,0,圣马丁岛,南美洲
MAR,2007,2513.070495,737959.6466,718.3060587,摩洛哥,非洲
MDA,2007,236.2628222,67196.29958,17.1797044,摩尔多瓦,欧洲
MDG,2007,188580.0889,88456635.48,6977.873319,马达加斯加,非洲
MDV,2007,6.1934676,216.2025703,0,马尔代夫,亚洲
MEX,2007,218600.7542,80504772.69,17114.75958,墨西哥,北美洲
MKD,2007,3862.343733,1114122.577,1772.910974,马其顿,欧洲
MLI,2007,125.0852239,42168.39349,0.521717538,马里,非洲
MLT,2007,0.813837645,219.7229988,0,马耳他,欧洲
MMR,2007,146598.3183,76993264.16,2740.355126,缅甸,亚洲
MNE,2007,1051.424389,347687.0598,451.9585686,黑山,欧洲
MNG,2007,48081.70457,6709994.652,46149.93093,蒙古,亚洲
MOZ,2007,138492.6066,45540063.24,1047.256766,莫桑比克,非洲
MSR,2007,10.47386603,5888.280522,3.17163482,蒙塞拉特,北美洲
MTQ,2007,155.675143,77866.92567,1.48998073,马提尼克,北美洲
MUS,2007,131.7104811,60619.53409,0,毛里求斯,非洲
MWI,2007,7494.461042,3057935.813,26.59190783,马拉维,非洲
MYS,2007,405158.5125,269458871,6585.127325,马来西亚,亚洲
MYT,2007,20.04483602,10500.73412,0.075098984,马约特,非洲
NAM,2007,80.07489582,14289.6139,0.215377622,纳米比亚,非洲
NCL,2007,975.1134733,439317.2432,293.0387736,新喀里多尼亚,大洋洲
NER,2007,0.075170936,16.66103179,0,尼日尔,非洲
NGA,2007,24572.53018,9787420.456,81.25862354,尼日利亚,非洲
NIC,2007,88499.9115,47637363.78,1652.025577,尼加拉瓜,北美洲
NLD,2007,1646.094035,665638.5662,23.86096613,荷兰,欧洲
NOR,2007,31841.16195,7340599.559,795.7813254,挪威,欧洲
NPL,2007,3465.502269,1912992.204,436.1925701,尼泊尔,亚洲
NZL,2007,62642.62341,31049610.96,1983.259597,新西兰,大洋洲
PAK,2007,1123.463104,278959.5044,741.1292946,巴基斯坦,亚洲
PAN,2007,20644.52749,10803468.83,1001.581307,巴拿马,北美洲
PER,2007,115742.7787,72346602.99,5816.681298,秘鲁,南美洲
PHL,2007,66498.02542,36754352.06,847.3798829,菲律宾,亚洲
PLW,2007,90.63736882,68048.81396,6.484627349,帕劳,大洋洲
PNG,2007,49173.00346,36651881.71,1864.846761,巴布亚新几内亚,大洋洲
POL,2007,57310.99658,19634543.82,246.5069663,波兰,欧洲
PRI,2007,1037.451056,485318.917,16.03200981,波多黎各,北美洲
PRK,2007,13289.30116,3449164.431,3389.457947,朝鲜,亚洲
PRT,2007,36321.93875,12085897.84,3344.768223,葡萄牙,欧洲
PRY,2007,426216.1302,102202620.5,24291.04969,巴拉圭,南美洲
PSE,2007,1.179882171,320.0488925,0,巴勒斯坦,亚洲
ROU,2007,38081.9261,16541809.96,1158.09115,罗马尼亚,欧洲
RUS,2007,2338922.622,431179049.1,1324476.866,俄罗斯,欧洲
RWA,2007,1429.976725,642530.335,0.23069119,卢旺达,非洲
SDN,2007,184.9207849,51006.53046,0.901990394,苏丹,非洲
SEN,2007,172.3213261,66627.84573,0.525823473,塞内加尔,非洲
SGP,2007,74.44906843,26197.03836,0.769119349,新加坡,亚洲
SLB,2007,5665.31338,4267728.156,67.32768347,所罗门群岛,大洋洲
SLE,2007,21878.47753,9495197.718,89.97634336,塞拉利昂,非洲
SLV,2007,2984.158948,1258965.77,123.6639177,萨尔瓦多,北美洲
SMR,2007,0.947952559,207.7334125,0.055733552,圣马力诺,欧洲
SOM,2007,270.5877625,55073.26392,9.910477631,索马里,非洲
SPM,2007,0.10590869,0,0,圣皮埃尔和密克隆,北美洲
